id,template,slipsense,mappedscale,faultage,sliprate,sentence
1182,known_age,unknown,"1:155,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:155,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1183,known_age,unknown,"1:155,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:155,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1184,known_age,unknown,"1:155,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:155,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
1185,known_age,unknown,"1:155,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:155,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
1186,known_age,unknown,"1:155,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:155,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
1187,known_age,unknown,"1:60,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
1188,known_age,unknown,"1:60,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
1189,known_age,unknown,"1:60,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
1190,known_age,unknown,"1:60,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
1191,known_age,unknown,"1:60,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
1192,known_age,unknown,"1:60,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
1193,known_age,unknown,"1:60,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
1194,known_age,unknown,"1:60,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
1195,known_age,unknown,"1:60,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
1196,known_age,unknown,"1:60,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
1197,known_age,unknown,"1:60,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
1198,known_age,unknown,"1:60,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1199,known_age,unknown,"1:60,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1200,known_age,unknown,"1:60,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1201,known_age,unknown,"1:60,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
1202,known_age,unknown,"1:60,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
1203,known_age,unknown,"1:60,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
1204,known_age,unknown,"1:60,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1205,known_age,unknown,"1:60,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1206,known_age,unknown,"1:60,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1207,known_age,unknown,"1:60,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
1208,known_age,unknown,"1:60,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
1209,known_age,unknown,"1:60,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
1210,known_age,unknown,"1:60,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1211,undetermined_age,unknown,"1:60,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have not determined the age or slip rate of the fault."
1212,known_age,unknown,"1:60,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
1213,known_age,unknown,"1:60,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1214,known_age,unknown,"1:60,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1215,known_age,unknown,"1:60,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
1216,known_age,unknown,"1:60,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
1217,known_age,unknown,"1:60,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:60,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
1218,known_age,unknown,"1:170,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
1219,known_age,unknown,"1:170,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
1220,known_age,unknown,"1:170,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
1221,known_age,unknown,"1:170,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
1222,known_age,unknown,"1:170,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
1223,known_age,unknown,"1:170,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
1224,known_age,unknown,"1:170,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
1225,known_age,unknown,"1:170,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
1226,known_age,unknown,"1:170,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
1227,known_age,unknown,"1:170,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
1228,known_age,unknown,"1:170,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
1229,known_age,unknown,"1:170,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1230,known_age,unknown,"1:170,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1231,known_age,unknown,"1:170,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1232,known_age,unknown,"1:170,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
1233,known_age,unknown,"1:170,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
1234,known_age,unknown,"1:170,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
1235,known_age,unknown,"1:170,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1236,known_age,unknown,"1:170,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1237,known_age,unknown,"1:170,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1238,known_age,unknown,"1:170,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
1239,known_age,unknown,"1:170,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
1240,known_age,unknown,"1:170,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
1241,known_age,unknown,"1:170,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1242,undetermined_age,unknown,"1:170,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have not determined the age or slip rate of the fault."
1243,known_age,unknown,"1:170,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
1244,known_age,unknown,"1:170,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1245,known_age,unknown,"1:170,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1246,known_age,unknown,"1:170,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
1247,known_age,unknown,"1:170,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
1248,known_age,unknown,"1:170,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:170,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
1249,known_age,unknown,"1:340,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
1250,known_age,unknown,"1:340,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
1251,known_age,unknown,"1:340,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
1252,known_age,unknown,"1:340,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
1253,known_age,unknown,"1:340,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
1254,known_age,unknown,"1:340,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
1255,known_age,unknown,"1:340,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
1256,known_age,unknown,"1:340,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
1257,known_age,unknown,"1:340,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
1258,known_age,unknown,"1:340,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
1259,known_age,unknown,"1:340,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
1260,known_age,unknown,"1:340,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1261,known_age,unknown,"1:340,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1262,known_age,unknown,"1:340,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1263,known_age,unknown,"1:340,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
1264,known_age,unknown,"1:340,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
1265,known_age,unknown,"1:340,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
1266,known_age,unknown,"1:340,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1267,known_age,unknown,"1:340,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1268,known_age,unknown,"1:340,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1269,known_age,unknown,"1:340,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
1270,known_age,unknown,"1:340,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
1271,known_age,unknown,"1:340,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
1272,known_age,unknown,"1:340,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1273,undetermined_age,unknown,"1:340,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have not determined the age or slip rate of the fault."
1274,known_age,unknown,"1:340,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
1275,known_age,unknown,"1:340,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1276,known_age,unknown,"1:340,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1277,known_age,unknown,"1:340,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
1278,known_age,unknown,"1:340,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
1279,known_age,unknown,"1:340,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
1280,known_age,unknown,"1:500,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
1281,known_age,unknown,"1:500,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
1282,known_age,unknown,"1:500,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
1283,known_age,unknown,"1:500,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
1284,known_age,unknown,"1:500,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
1285,known_age,unknown,"1:500,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
1286,known_age,unknown,"1:500,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
1287,known_age,unknown,"1:500,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
1288,known_age,unknown,"1:500,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
1289,known_age,unknown,"1:500,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
1290,known_age,unknown,"1:500,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
1291,known_age,unknown,"1:500,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1292,known_age,unknown,"1:500,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1293,known_age,unknown,"1:500,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1294,known_age,unknown,"1:500,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
